;Alteração de nomenclatura;;;;;;;;;;;;;;;;;;;;
;Variável nova;;;;;;;;;;;;;;;;;;;;
;Descontinuidade;;;;;;;;;;;;;;;;;;;;
148;QT_CONC_NRPFIES;Quantidade de concluintes - alunos que utilizam financiamento estudantil não reembolsável - administrado pela instituição;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
149;QT_CONC_FINANC_NREEMB_OUTROS;Quantidade de concluintes - alunos que utilizam financiamento estudantil não reembolsável - pelo governo estadual, municipal, entidades externas à IES e outras entidades;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
150;QT_ING_RESERVA_VAGA;Quantidade de ingressantes nos cursos - alunos que participam do programa de reserva de vagas;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
151;QT_ING_RVREDEPUBLICA;Quantidade de ingressantes nos cursos - alunos que participam do programa de reserva de vagas - escola pública;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
152;QT_ING_RVETNICO;Quantidade de ingressantes nos cursos - alunos que participam do programa de reserva de vagas - cunho étnico;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
153;QT_ING_RVPDEF;Quantidade de ingressantes nos cursos - alunos que participam do programa de reserva de vagas - pessoas com deficiência;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
154;QT_ING_RVSOCIAL_RF;Quantidade de ingressantes nos cursos - alunos que participam do programa de reserva de vagas - cunho social/renda familiar;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
155;QT_ING_RVOUTROS;Quantidade de ingressantes nos cursos - alunos que participam do programa de reserva de vagas - outros tipos;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
156;QT_MAT_RESERVA_VAGA;Quantidade de matrículas - alunos que participam do programa de reserva de vagas;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
157;QT_MAT_RVREDEPUBLICA;Quantidade de matrículas - alunos que participam do programa de reserva de vagas - escola pública;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
158;QT_MAT_RVETNICO;Quantidade de matrículas - alunos que participam do programa de reserva de vagas - cunho étnico;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
159;QT_MAT_RVPDEF;Quantidade de matrículas - alunos que participam do programa de reserva de vagas - pessoas com deficiência;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
160;QT_MAT_RVSOCIAL_RF;Quantidade de matrículas - alunos que participam do programa de reserva de vagas - cunho social/renda familiar;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
161;QT_MAT_RVOUTROS;Quantidade de matrículas - alunos que participam do programa de reserva de vagas - outros tipos;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
162;QT_CONC_RESERVA_VAGA;Quantidade de concluintes - alunos que participam do programa de reserva de vagas;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
163;QT_CONC_RVREDEPUBLICA;Quantidade de concluintes - alunos que participam do programa de reserva de vagas - escola pública;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
164;QT_CONC_RVETNICO;Quantidade de concluintes - alunos que participam do programa de reserva de vagas - cunho étnico;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
165;QT_CONC_RVPDEF;Quantidade de concluintes - alunos que participam do programa de reserva de vagas - pessoas com deficiência;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
166;QT_CONC_RVSOCIAL_RF;Quantidade de concluintes - alunos que participam do programa de reserva de vagas - cunho social/renda familiar;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
167;QT_CONC_RVOUTROS;Quantidade de concluintes - alunos que participam do programa de reserva de vagas - outros tipos;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
168;QT_SIT_TRANCADA;Quantidade de alunos com situação de vínculo no curso - matrícula trancada;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
169;QT_SIT_DESVINCULADO;Quantidade de alunos com situação de vínculo no curso - aluno desvinculado do curso;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
170;QT_SIT_TRANSFERIDO;Quantidade de alunos com situação de vínculo no curso - aluno transferido para outro curso da mesma IES;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
171;QT_SIT_FALECIDO;Quantidade de alunos com situação de vínculo no curso - aluno falecido;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
172;QT_ING_PROCESCPUBLICA;Quantidade de ingressantes que terminaram o ensino médio em escolas públicas ;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
173;QT_ING_PROCESCPRIVADA;Quantidade de ingressantes que terminaram o ensino médio em escolas privadas;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
174;QT_ING_PROCNAOINFORMADA;Quantidade de ingressantes que não informaram o tipo de escola que terminaram o ensino médio;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
175;QT_MAT_PROCESCPUBLICA;Quantidade de matrículas de alunos que terminaram o ensino médio em escolas públicas ;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
176;QT_MAT_PROCESCPRIVADA;Quantidade de matrículas de alunos que terminaram o ensino médio em escolas privadas;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
177;QT_MAT_PROCNAOINFORMADA;Quantidade de matrículas de alunos que não informaram o tipo de escola que terminaram o ensino médio;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
178;QT_CONC_PROCESCPUBLICA;Quantidade de concluintes que terminaram o ensino médio em escolas públicas ;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
179;QT_CONC_PROCESCPRIVADA;Quantidade de concluintes que terminaram o ensino médio em escolas privadas;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
180;QT_CONC_PROCNAOINFORMADA;Quantidade de concluintes que não informaram o tipo de escola que terminaram o ensino médio;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
181;QT_PARFOR;Quantidade de alunos que participam do programa especial para a formação de professores em exercício na rede pública de educação básica (PARFOR);Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
182;QT_ING_PARFOR;Quantidade de ingressantes que participam do programa especial para a formação de professores em exercício na rede pública de educação básica (PARFOR);Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
183;QT_MAT_PARFOR;Quantidade de matrículas de alunos que participam do programa especial para a formação de professores em exercício na rede pública de educação básica (PARFOR);Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
184;QT_CONC_PARFOR;Quantidade de concluintes que participam do programa especial para a formação de professores em exercício na rede pública de educação básica (PARFOR);Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
185;QT_APOIO_SOCIAL;Quantidade de alunos que recebem algum tipo de apoio social;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
186;QT_ING_APOIO_SOCIAL;Quantidade de ingressantes que recebem algum tipo de apoio social;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
187;QT_MAT_APOIO_SOCIAL;Quantidade de matrículas de alunos que recebem algum tipo de apoio social;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
188;QT_CONC_APOIO_SOCIAL;Quantidade de concluintes que recebem algum tipo de apoio social;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
189;QT_ATIV_EXTRACURRICULAR;Quantidade de alunos que participam de algum tipo de atividade extracurricular;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
190;QT_ING_ATIV_EXTRACURRICULAR;Quantidade de ingressantes que participam de algum tipo de atividade extracurricular;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
191;QT_MAT_ATIV_EXTRACURRICULAR;Quantidade de matrículas de alunos que participam de algum tipo de atividade extracurricular;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
192;QT_CONC_ATIV_EXTRACURRICULAR;Quantidade de concluintes que participam de algum tipo de atividade extracurricular;Num;8;;;s;s;s;s;s;s;s;s;s;s;s;s;;;
193;QT_MOB_ACADEMICA;Quantidade de alunos de curso de graduação que se vincularam temporariamente a outra instituição, sendo ela nacional ou internacional;Num;8;;;-;-;-;-;s;s;s;s;s;s;s;s;* Valor nulo para os anos de 2009 a 2012;;
194;QT_ING_MOB_ACADEMICA;Quantidade de alunos ingressantes em curso de graduação que se vincularam temporariamente a outra instituição, sendo ela nacional ou internacional;Num;8;;;-;-;-;-;s;s;s;s;s;s;s;s;* Valor nulo para os anos de 2009 a 2012;;
195;QT_MAT_MOB_ACADEMICA;Quantidade de alunos que estão regularmente matriculados em cursos de graduação, que se vincularam temporariamente a outra instituição, sendo ela nacional ou internacional;Num;8;;;-;-;-;-;s;s;s;s;s;s;s;s;* Valor nulo para os anos de 2009 a 2012;;
196;QT_CONC_MOB_ACADEMICA;Quantidade de concluintes em cursos de graduação que se vincularam temporariamente a outra instituição, sendo ela nacional ou internacional;Num;8;;;-;-;-;-;s;s;s;s;s;s;s;s;* Valor nulo para os anos de 2009 a 2012;;
